PhoneNumber_hashed,OBCallDateTime,Contacted,advocate_id,CallTimeSec
860D1047B81D1537B940377E0CDCA4EDF8451F008DDF5301544F751DFC4C944D,2018-04-25 06:46:00,1,2,883
E43EC12CF227F2DAC9F07AFB58B15BC4C52132D46214E1A6A2C713BEF7683AF4,2018-04-23 15:33:00,0,3,0
32340B46DEDE703166DA8CEDD29D5B54625A7FEDCD64FA2578CE846B84BEA488,2018-04-02 08:57:00,1,14,1617
004F0340101733D2D19756F11D4B030408012962BAF67B635079424C955A0D9E,2018-04-05 12:44:00,0,17,0
690E24DCBE004F3BC4AD21D9DA5A134C8A4A6259F5DE1B928E9DFDF7F6955CCB,2018-04-17 17:01:00,1,16,1302
36B2DEF208EE2AA1E5ADB394820DE2BBA199248CF062A702EC59385144FB5FAE,2018-04-24 17:13:00,1,5,1299
999E74590F7A326890ACCB9C1A11FB38858D22C4BC403B1032E7A74F0FBB42C4,2018-04-20 17:53:00,0,11,0
C0D2F21A02D60FEF4405D83EBBA0061612E27B1B6175146AC6884A85864D3BD7,2018-04-09 18:25:00,1,1,1083
CDA03CC963FA7507431D750FD706D7214294A6A0EE9736A4C6F4B7BE027BE589,2018-04-14 07:33:00,1,18,823
E29EF34A1637E287756208C997F023ABDDF656123BBE742DC643FBCD0ABE0221,2018-04-19 18:29:00,1,15,189
B85F1F67DC78D94CF24D7AF7F16B9CEFA3C06188552A50813B7E88F0B1015A50,2018-04-14 09:24:00,1,12,13
925DC64BC5E336217347E40075C6D9953B83F8BD81D4F655285FC37D6CD92B1B,2018-04-29 07:04:00,1,7,448
D82FDA5805861AD437B0657813A56363235F7406E0F97AF550160D8EF2931EDD,2018-04-09 09:52:00,0,1,0
225298C5835CC005EEE78851F4BBDD743A5985E3BADAD603BCD8C458AF4DFA74,2018-04-16 17:02:00,0,15,0
981B101CB465724972B2365C4E17388E0A3B2D751831A1E71DD53B8566BAEB2B,2018-04-27 06:08:00,1,2,743
C2A78FA0A49DBB4CB9287EA5A76F9B62085C1E5F0E63D9D23F2023EE1D98CB96,2018-04-07 15:02:00,0,15,0
79F4A529BE73AE9CF17D46ACCF3BC9670367B13EC9CD4D3F0BD3116703BA75AA,2018-04-20 09:57:00,0,13,0
4885F6065A337B1B4E3B3C79F7F19B1E0C374889D7663AF788FB04A46855E79D,2018-04-03 12:17:00,1,13,642
D1FC55470FF71B008FC872E84E5086DD410DC49AE4AFBAD98CD5E9B5B10DC07E,2018-04-30 12:42:00,1,3,1319
2F6699605934A7A59E6E63E90B1FA6E3A47AABF3E4B5C9F9020EBB67DC744340,2018-04-06 18:10:00,1,14,1642
E4A169A5F1F148E2D242A75D6B1E4E0F72E8B28C8679DA1102BF8619A5CFC076,2018-04-13 12:27:00,1,9,76
ADC9F540506CE878069D41CD90458C9F905A5A59685AFA02256F677D29F415DC,2018-04-23 15:14:00,1,10,1764
0920928098F926840D5CC9790AFE1179C73EE2FA87E8E12C046D1275AB53F486,2018-04-20 12:45:00,0,5,0
7BBBB5C7314DFB430A79C44A13117C5545437B37DFFD4B47C3C611EEB3F36B85,2018-04-28 18:18:00,1,4,1344
865890C8D9484FB466839F2EA09530AA52F9F1BB08B9850C6DC29FBA99730B8C,2018-04-15 14:43:00,1,3,1025
55EDCD683765138023BEE9783841FA06F3E29C49BE587E5DDA30AA146FB1086D,2018-04-27 17:34:00,1,16,800
77CDA27E49D94C86C25EC4F84C257F5CEB59074B17538B7DAB12F7E729A6F469,2018-04-02 12:03:00,1,1,607
B80A13C0A6FAF90ED65DE98F8AFDC8195F47CD7F4B4E6E1AF2280605AEB89844,2018-04-09 13:14:00,1,5,765
84216B46282F5A9B82CC7BE416A26A1D418193E7AA23DCC060045C050799C03B,2018-04-12 06:11:00,1,17,898
7DB6AAD366DA5B8F24E5482FA8BB3B3EA68CC13CEF3DBF446A6EA2380596829A,2018-04-19 11:44:00,1,10,1404
B05A431162F5FD17B34A8510FBE727F5E6C19B873ADF311A90CB89545E52C866,2018-04-16 15:48:00,1,10,281
3A231F47470A6385606345DC9DF2EE03F73688AA7B002E38B73B85E257014926,2018-04-05 15:06:00,1,17,578
2B4B611CB49F72DCA160D197167BF7838DC3AF05917ED45B41019974F4B6ECC8,2018-04-16 11:58:00,1,12,1483
F7A58183019E81CCECF12B81CC8A3439B2782550E6B895F178D44E8D4259655B,2018-04-13 06:51:00,1,5,1188
68FFE02C8C8D867CFA2116064D0FBD7C5466D20668BD35AD78FA13841B40958D,2018-04-06 14:14:00,1,9,879
10C511F0A112C17E5C3EF983EBC5327467B842C9FE1EB1F01517D662E951176D,2018-04-28 15:44:00,1,6,723
4202F69C78304BCFAB5EFB31D577166E5E37F95912D6DCBB1C9B51F3E6403560,2018-04-13 16:12:00,1,8,1016
5F67DE80A75A35605F90432B9688EFB2BF4C7F3166DE7DD8B0AD956C7574D464,2018-04-01 06:26:00,1,7,1372
3F2FE2095E910E8B4FA8BC9ED1614FC90B6047A89295BC5D10FD0BF7A262FBE4,2018-04-10 06:21:00,0,18,0
0229D06111A119EC5900AFC1DEDE4995F16EE87C30448C0E30B9D08D833C24FE,2018-04-05 07:23:00,1,12,719
70BD3EDEB398F75A5F95B75DC3FA074D82E04DDEE8AB25E30653F6BD2E554A3E,2018-04-24 11:56:00,0,3,0
BC0A2258C12919F763F0BDAFD023C16AEDB2453EAD82674A0F1BDC248B6C3862,2018-04-07 05:48:00,1,13,1380
27DCA618F39A15A313C21CBAF043E72966323BA3B8BE4E942832C315ECA46054,2018-04-29 11:39:00,1,14,656
D04A1B3131EFCF6731236D9A1A1E4753AEA616A64B18480AA1B098BAB8F28D7B,2018-04-19 06:10:00,1,15,627
FE4E4C637CF49C73BACD823370FFCD8F734AB822E87E72A8C4872BAD46F23290,2018-04-07 12:56:00,1,15,350
89BB86A986E7709C9ED445F2DD85B95D06756C530E0559F32518776FD24FFEC6,2018-04-13 08:00:00,1,12,848
38F67F5ED716D33C013224A96E4677DD6D08BEAFEC09B5AC8CF9914AFFB431F8,2018-04-25 05:37:00,1,6,1109
AA0A607E771DC85C0CF3D5E1B12C7FE79EE4ABEED656253D03D12500F212E6F8,2018-04-28 05:20:00,1,9,367
DC2F9EE43C8F01C4F385B0524267710307EFDFF42ADE50FF39647B88BFECE2F8,2018-04-01 09:55:00,1,19,766
C7A7CD6559E73B8FDD2081C638DA9EC93262D0FF8DD1C6F9893ECEA5E7BEE470,2018-04-20 08:23:00,1,19,1601
0A3809680C2444894A179EEF3D11AADB392EBEDBC0B15F95AEAC8B605F8B48DE,2018-04-27 11:29:00,1,11,714
688C14D263E372EB9F15BD21B15A10E654990C0ECAC1CC3DB8D61D4709D4EDB4,2018-04-04 14:30:00,1,18,1724
07735C420685F69E75E72C96FD1736E964B081B393DAFAC32119D9FA5117966C,2018-04-10 17:58:00,1,17,1641
5D4F99376AC9C22021DB18CDE929221C2D9D22CEB6D9CB4AA9CAF988AAB3FEC7,2018-04-16 10:30:00,1,8,1223
C11BB6E18EE23F23D6CC85E0008208174F6DB0EB543669F2A87428AFEA6C3B81,2018-04-04 18:41:00,1,4,1025
387DDD211A162E9C640CD9982D734A71A5F8D9914B0F42FA56392F93C4F323F8,2018-04-28 09:04:00,1,8,640
77AFB57AB5FCA0CC85DDDD88F5703EF6C041AC833CAA4EEC8A7EB90EB2D69F71,2018-04-28 05:32:00,1,6,1780
232F762EEB12622E59216881DB69CCCCE27A222D6120277DCC2F62D59685A614,2018-04-02 10:39:00,1,13,1373
ABBAA30BF25E198654A07C66E0EDDA12D1DEF959F97F4D8EB8F80F1E01B7A261,2018-04-18 12:08:00,1,8,1631
EF4FDBFB81F4738F9CE23CB33A3E29585583E66E9D29D478DE745E5D34BFB8A5,2018-04-13 11:55:00,1,7,778
A0827B694EEC76725A73CC8DF35319AAD1B2DD2603BB84BE6E1ADB80C1B104AE,2018-04-04 12:00:00,1,12,125
36BC7333582BCBD14851B302CF695219B23BF5E9185B2A171170972B762C5B14,2018-04-10 08:47:00,1,5,980
9D8035106E6647F701FFA49B071DBB926398B889BC2F5B565E10860B2E3A7468,2018-04-15 17:25:00,1,17,972
136B11FD3BC406F0508B8603ABBAF1C6F4946A659B576F9265525375D6E66C8B,2018-04-02 06:35:00,0,9,0
A3B6768EF4445CADAECB567FF2C2DB8B05DDB54C7789CFC2670886A060E3587E,2018-04-15 18:47:00,1,11,1363
EFDD5200095987FD3A38B50F5B1F124317BDB988BB9C177A88B5EB0A63382BED,2018-04-08 11:23:00,1,9,1477
1571F06A6A56F11447441F9CF7664BBA85B0874A69EF3BFEB926D50AACC013DE,2018-04-01 11:57:00,1,6,388
812E83E5AAF666828BE5D525909B4955093C73B71C48FA005A2CB0138AAEB380,2018-04-24 18:53:00,1,3,1528
A3225E033998ACB2F076DF99F8645C3F2A127E5274C97ADE0FA531664ADD8148,2018-04-03 10:59:00,1,3,1191
D88D8ADD8F6B9E220011B46CC745B791F61312DAE3124450E4D0530EB3F2691F,2018-04-04 17:21:00,1,7,586
799463D806EE22EF575C93A40DCA2677142B987471EBA8AAB5E9E60B6840BADD,2018-04-14 12:37:00,1,14,1363
FB450C0A75503A5FB00EE08964830F3357316863CF813572A9810CC69B22408C,2018-04-25 11:40:00,1,9,1675
A8201BFC40B017194EDD9B5823DE2555A38B7FA5D9A0DEA8CE324C713DDFEEFB,2018-04-14 15:14:00,1,2,227
0A0F675C70524755E184BB4072F8886EF9EB2A8518A18433664571C7E526D3EE,2018-04-30 17:56:00,0,5,0
3BDE835D9FFADBF8A8265510D84360AFD1DD02B72AC9EA87EE360626A722D20A,2018-04-26 08:30:00,0,18,0
ED8CB8DD82733E4111555476142553106F01E54C640417A94F65E72F4B13195A,2018-04-14 10:27:00,1,3,192
E39333B2060FA9D2ADCFE75BD2A55BB352099A684BE21ACBAD7FC3591259D3F4,2018-04-08 12:42:00,0,6,0
5C0010AE505F8C2A2B9053F6602BD3AD7A05447E84A86810EB6739C5845F92F2,2018-04-25 05:14:00,1,18,284
DA3C2D9179F7EB7B3E76DC9DE45168A01D84ECFF6A389F40FF7EF456B3212EBD,2018-04-18 14:33:00,0,13,0
FB4FF01E30F656DD82979AC383F84245FABFB8FAD92AB1EB2D6DEA6EE289396D,2018-04-23 09:43:00,0,10,0
FA11C606165E8EF5D8FFDF29AD25945E98E70787997668F50C03302DC0F3CD61,2018-04-05 11:11:00,1,8,1360
EF700C54E769767724E053E37E219F366CD4511BA8B9FE38EB9E6B59B50FA212,2018-04-11 09:02:00,1,3,931
D3D2253A11B7088BC3DFC1CB87E5EEB2D3BD6A9974E7A3DEED3172F87312E160,2018-04-19 07:11:00,1,12,1161
E875EC44D774BAD929C147400938E592BA1242265E13022507CE231845C4F8E3,2018-04-06 17:53:00,1,9,881
D0E59C8E1AD8AF1824D5A325A98B4F472484F0D83224CF7F61D95F6E4FAB460E,2018-04-16 08:07:00,1,1,931
EAD9C856FEFEE0A1E12F622D7C9F7FFD10FB7B5DFDBF065A8656BA6E66EC9D6C,2018-04-14 07:36:00,1,12,754
E9F17530277A6EC53025E89171B11FB59B606AAF6509EF9DE473D08C082719BF,2018-04-07 10:48:00,1,14,526
3430E9551D5EF4D210E9E945B49D28555FF772397B180A1919278CF58419889D,2018-04-04 08:23:00,1,6,633
2332C814F6B329285DBFE53980304E1EA94BADE376D4146E781E2BF667BD5677,2018-04-21 11:55:00,1,14,1037
DBB43969D51036BAABA9ED9884E4C1DB0B4A53AE5C74AEE77C6778A1589D6ECD,2018-04-18 07:13:00,1,17,577
CB98EBA23818A487400492B8F867C378DCD27559162C23ED87E2A2218E4E7537,2018-04-13 13:22:00,0,15,0
BB9CD23F5D6B21C1A88A03C85EF7BB21D95C6BAE37E9A65365895B00B6C8B083,2018-04-08 10:35:00,1,8,1044
4ABFE1000616E8902A5D52572D945CCF40077146F68B9BDBB8498EFCBF86341C,2018-04-12 16:47:00,1,18,1141
875079506545CE2F7EAC35584AD29A7713AE37D482444888C249AC385FE33692,2018-04-20 11:48:00,1,14,1311
DB6E40733CECF1B6D31F7CBDA61B295C15D3ABC47DA5112AF8D85D5CA3A435F1,2018-04-06 17:10:00,1,18,185
D251258467650C4A5D6DD53788ECA4E511D66C242176EDFE422282B1F58E2472,2018-04-19 09:44:00,0,19,0
BB450760AE6217D2BC90A0218009D79FACC01527B460F5F92EC6C5BE3CB105EC,2018-04-16 05:26:00,0,15,0
BFA89520065FF0B37BC314F49FD2B117B762CB624B2964822C871EE10901B5A5,2018-04-11 17:12:00,1,13,1346
9C7C01257F92966845E5D1D447FED588A41972C0BC8425BF1A8C70768A30F0B6,2018-04-30 10:29:00,1,5,938
249FDF4FC0CEFD1836E73682F6E8E60E870F73B1014C7ACD842F295C87A2106F,2018-04-26 08:02:00,1,12,1640
526F1C0A94CFB8D22D97C146F970955F11AAF47BF24239A2D2FB329B6181971B,2018-04-13 07:23:00,1,9,517
BB6EDD152CB0FC6341977F8234BD3940383D1C1300D64E9B8B2FD9CF795F1964,2018-04-24 06:34:00,0,10,0
703CE67260EBCD8F0C7C7482DFF9757512559B7A2AEB536B8C37B315A9684B2F,2018-04-24 11:55:00,1,19,1637
97155FA1851FEC5F77304BC126599DC043296CF699746F144190391A80B6F6A8,2018-04-02 06:42:00,0,12,0
418647178A3DA36D54992C98C4C040616837BF6CE10397A399D658CE09B2D653,2018-04-10 10:13:00,1,19,133
994ABB96AB870C545E1570634158AD90E1E1CF4070D769318B08907DF6823769,2018-04-28 14:57:00,1,12,1735
A784514288D8D82F623CC2849CF44A40BA5416193945FB6212D509E4D9BF1805,2018-04-10 12:58:00,0,12,0
673177F3AB4ADEC57EC493F92A9565B8730E0072204B6A6BBA089B4060D3EB5A,2018-04-05 14:12:00,0,10,0
F5D435DB4CEFA1FC3D785AEEE90C918535C220EFF56D361AC86D095BA3DEDDDC,2018-04-29 07:30:00,1,5,640
1EFA5891D2CBA290C29D0816BC73F12C4CE5BFA01F9586F529C88275485B63DB,2018-04-18 06:21:00,0,11,0
1B9512EF025FFBEBE45E75FAB6C3A148773F1522E11E348689619441EBDE793E,2018-04-25 11:02:00,1,10,141
20BBAE9AEBA8E2A55112106D94BC92DCCE67AE3011E163A8E68FCBCFE2D5C451,2018-04-23 13:58:00,1,3,36
D3397F61AC0D2CEA677B284E9C2CFC43BBF92C0B1DAC955EA486BBF0509A7584,2018-04-06 06:12:00,1,8,188
9D76DD3A88F48CDB0454E4076CA29C468FD3AB0319B25A22918EC5CF8BF66A7E,2018-04-26 17:02:00,0,7,0
51AA2179F71B808565E52946C6F5095595FBF0480B14DDD865795D1B8A520653,2018-04-25 17:36:00,0,9,0
7DD279D245304750CA4936DC42240FF5635F3D58AE27A021AD3F42978A1342CB,2018-04-05 06:20:00,0,17,0
D807C4B097536EB96D8BF349C8107656F58B70EFC2F308251B838C406986AE30,2018-04-25 10:45:00,1,17,660
4EF4DEA160EB2632D2476FE4F975FE3FB698791D5D78D898A8566A34B9F13A82,2018-04-22 10:14:00,0,14,0
F787A86656818F14D31E39ED118B5DA375ACDD543C0D66A2595698144DDBED24,2018-04-24 08:14:00,1,14,634
3AA047F496E1E1143461118A3AAC7D72D640F8E870AAA238889FEA13B6061A2F,2018-04-23 16:42:00,1,14,898
D38CBA8BAC4ECFD3A61BAC369B61C912A2A4E24F20CD7B47F4F4E5535BDD361A,2018-04-16 13:35:00,1,18,691
70D58FBAB07C020CEE5C868AF2419E646BAA5E7DDF7B3240E1DB83EA985E7273,2018-04-15 10:42:00,1,15,477
8B4A1EB11C4D8E0E4DB44563AC298D04661B9B03C7463DDEB4D540A4C390CFFE,2018-04-05 08:44:00,1,20,367
8F1495F632ABBBFDEC07399A01B30566127DCAB7F444F9F187E9C510E12F8DB7,2018-04-13 10:21:00,1,3,1747
7B5760729CCAD4B00193258C67E2B139AA1B3B719D939C7B6C8098430DDAB03D,2018-04-23 15:17:00,1,2,1274
554FCB1D7A11F31F3946B1EA1699A7DC2D92411ADC239DFDDB50A865EA16FAF1,2018-04-12 06:13:00,1,4,123
B4597B4B0CD89A6B32581E76FB76B83FCB75B814057636A1E4D127AC5134EC38,2018-04-12 17:05:00,0,2,0
3DBA2A4AC9CC165A2069B8326CCE7CC19424B57C3E932D02C5CAB2736D15E747,2018-04-26 15:15:00,0,6,0
1330EE110CE981A3948740DE67CC1F14804304B2A8BB5E84D12D914EADD2599B,2018-04-30 08:32:00,1,14,1249
908B5545F72554919866A2A5AB695646AA85BBC35001692DA5F523F98C90AF44,2018-04-09 18:15:00,1,2,874
81FF9A38E96811E2B82C0202902D2E97F6712141371B275A5DE1F0F6A470F1E3,2018-04-06 15:11:00,1,3,1668
6626919E4C084DB13C0F3F0F6749A9DBC8CCDE82634DDF2D75BDCDAC4C7E928A,2018-04-27 12:37:00,1,11,378
064B7330E0AF7AC2FF0BE2E48E9EA603CE47129F7B39D8B43F3ACF11B56E40D4,2018-04-19 13:17:00,0,6,0
7F978F7D69942801372CD0494945A4F08197AA2DBD3947DD6EB4EAB87CB66E45,2018-04-12 07:45:00,1,8,253
D3F20C92A9D28ED59E8274958810BCF4551492ADCC34D6A06124800B1D97A37E,2018-04-29 07:34:00,0,14,0
94C1F5E17865427B22145365933836A3C77325F7FDAC3401A3EA6D4044856517,2018-04-12 09:39:00,1,14,1084
80F7FB5E36C32056290792ACA5E81CCC010325EFACB9482AC1881C9B1279F32A,2018-04-10 10:08:00,1,1,1334
0FABC9AF29DF33C7E12FFD68374810BCFDF687939F1A37930D18293E2DB928A3,2018-04-28 07:14:00,0,2,0
CEE4A1245DBF58927099533ADBE610FBAC88E1DC10F5FFB00897FA3E6082664A,2018-04-05 17:14:00,1,1,151
33171D5F1DC22A9C12893B7EC1925473BD86AC1145B39271E3B3D11A37F893D3,2018-04-25 07:41:00,0,16,0
C972E800BB3099CBA65BB6E3196B398ADC531B41D86346BBD609BE90356DDEE2,2018-04-06 16:22:00,0,18,0
33C45D3DC656337D06178289F91D999AEFF03821A586CFBFA605B64AC3A3EA54,2018-04-19 08:49:00,1,10,1604
B034C86FDFA08BC600F169BC8EAA4A630D42CA482642B4A7D0751478334FD088,2018-04-29 06:21:00,1,9,1786
F0C4E38A117FA3B7DC1B96EF37E828029C93F4A147188BD1A0D0249C72449DE6,2018-04-22 09:37:00,1,9,1244
CF7092DC4181B1853BD3CCCF79999E04F3884BA068EE8C8EFC52988A5BAF686A,2018-04-01 10:50:00,1,8,699
DDD6DA8FA9F77E2A47CDC3F724D8077D21D743DA04301F8E11FFE9C0A7473D3C,2018-04-25 06:08:00,1,19,321
DCE1502C9C88EF603689316A8CC866F436F7201E4E43DF655A428721F05458F5,2018-04-02 11:52:00,1,6,259
DFE461195AB25CC8645B39F8DFCA9FCCF746A1DF1E8A988B64BDEF2C41965461,2018-04-28 15:04:00,1,13,1344
7F1BA2A2FC584375145612987C70885CB27292D345422A9E513D1EB4C89869F6,2018-04-20 16:17:00,1,17,627
BAB6B6892F4891E84ACDB16BE9816A851830C848D306377B2F3D01625E40DC23,2018-04-25 13:12:00,1,12,1748
D6F71F7A35F865337F724606D1C46663159E42E029603AA6DDEEF419ABEA2914,2018-04-08 06:18:00,0,18,0
56D5A9151B40307553D774EFDE094F5FF28FB90CABA593DBD2F0654B39E24734,2018-04-27 06:19:00,1,5,235
8A5D1DE3E4A1F030D01403CBF8F3281EE6DAA189CD6B45C201892F07C323A9E8,2018-04-02 18:43:00,1,4,1252
ACACBADCE886E7AE6D7A94D4F075AA1C2F2DC6F77B37F90DB0FAB2DB00BE4818,2018-04-12 17:50:00,1,11,213
1897ECD143130D2EC5AB1F4820993CDC9FCD35C38A6D21FBA16587A14FE675D4,2018-04-15 14:25:00,0,12,0
3C369F17D76FDC12C5D7E99823B420D4CADAF83611F1F0C5F0E8B8D0EB59FD9F,2018-04-26 16:24:00,0,1,0
6D95F47D015E4E5697C4D8B57EC09141CD57D60D5B25B6226DEC9B1D23CB81EF,2018-04-13 16:52:00,1,18,1303
C115369950DBD783482EF8429C2168BAD61CB93012035066CA5A01B52E691D07,2018-04-15 11:13:00,1,16,497
3AB1843234D811EF21CE236ADB2D62FBE52CDE80C8D9E015507E798B7833BF7A,2018-04-20 09:11:00,1,3,14
F33684DF322F20839CF2B62095255BBF2A48DBA665D656173C6F7904A211D544,2018-04-28 18:05:00,1,5,431
77900D1B8B0B6E3B7C54D72E3414F982C68F04479293AEDFFF6F95B6BC95EFA2,2018-04-27 13:37:00,1,1,1042
3BBB0A6B67840498B2A9E01348A54F3E98414962208D2095FB55999ABE210F18,2018-04-04 17:45:00,1,13,1339
19A9F8F83EE6B500951B1A8673B0ABD906FA9917333699135078DDAADE3E0DD3,2018-04-01 05:58:00,0,10,0
844408016E62E75C3EDB343701B9ACF5E02CD69376F50AE2112EB414D11264BA,2018-04-29 15:18:00,1,18,1001
62655859983D34F7B9EF99B1949550DE2FFAD883A63F31F9E41B4DE17F6EFB5D,2018-04-06 12:11:00,1,18,302
0995E25F4FCE90E4BA3D5AD5AB3C3D6FC692AE12ABCCCE97067273768A3E5CDB,2018-04-28 18:23:00,0,7,0
34673C7ADB9861D7C434B77DF343768208ECFC1F1CB0CFD449D7247A2B8A0936,2018-04-15 08:59:00,0,14,0
F4EC10ACC1E78B6C8EB50EDF65C5DDB7E4A2F08F4374EE980ECD1DB5D20A2F53,2018-04-12 18:32:00,1,16,993
281263C0020BA51B91091BB653A2899F472D44301A1D6F5BD50BB418210C5762,2018-04-15 15:06:00,1,15,1541
010C161F1DFEF9408D8557FBBFC6E91DF082DFDBBF49D51C638270949D260F9D,2018-04-20 09:37:00,1,9,594
28218F3750DD55A1C848832723246E47E96B59BACA825D0C5818BC6C259F8573,2018-04-21 12:59:00,1,3,1486
E266564A6F8763139B1ADDB6F2F3619C4DB59402EF06ED4BCB2C7D3A2F55C804,2018-04-21 06:18:00,1,12,392
3DF4A392F1A67341AC34FF038397DAC38A6144C12D0D2A385B2B16208CA4C10E,2018-04-14 17:07:00,1,16,1330
